wno(vac) wavel(air) v  v Branch N" noINmeanVALUE
28223.2090  3542.217  2  1 R1   45  1
28222.6800  3542.284  2  1 R2   45  1
28221.2300  3542.466  3  2 R1   43  1
28220.7500  3542.526  3  2 R2   43  1
28219.7540  3542.651  4  3 R1   44  1
28219.0180  3542.743  4  3 R2   44  1
28217.1990  3542.972  1  0 R1   48  1
28216.6910  3543.035  1  0 R2   48  1
28215.8440  3543.142  2  1 R1   44  1
28215.3540  3543.203  2  1 R2   44  1
28214.5590  3543.303  3  2 R1   42  1
28214.1190  3543.358  3  2 R2   42  1
28213.7460  3543.405  4  3 R1   43  1
28212.9790  3543.502  4  3 R2   43  1
28212.2660  3543.591  5  4 R1   49  1
28211.8400  3543.645  5  4 R2   49  1
28209.1640  3543.981  1  0 R1   47  1
28208.6410  3544.046  1  0 R2   47  1
28208.6410  3544.046  2  1 R1   43  1
28207.9800  3544.130  2  1 R2   43  1
28194.2890  3545.851  2  1 R1   41  1
28193.7250  3545.921  2  1 R2   41  1
28188.4360  3546.587  3  2 R1   38  1
28187.9730  3546.645  3  2 R2   38  1
28187.1310  3546.751  2  1 R1   40  1
28186.6680  3546.809  2  1 R2   40  1
28182.0450  3547.391  3  2 R1   37  1
28181.6050  3547.446  3  2 R2   37  1
28180.1500  3547.630  2  1 R1   39  1
28179.6560  3547.692  2  1 R2   39  1
28177.4570  3547.969  1  0 R1   43  1
28177.1230  3548.011  1  0 R2   43  1
28175.7270  3548.187  3  2 R1   36  1
28175.2380  3548.248  3  2 R2   36  1
28173.1970  3548.505  2  1 R1   38  1
28172.8120  3548.554  2  1 R2   38  1
28169.5100  3548.970  3  2 R1   35  1
28168.9430  3549.041  3  2 R2   35  1
28166.3380  3549.369  2  1 R1   37  1
28165.8710  3549.428  2  1 R2   37  1
28163.2050  3549.764  3  2 R1   34  1
28162.7770  3549.818  3  2 R2   34  1
28162.3050  3549.878  1  0 R1   41  1
28161.9080  3549.928  1  0 R2   41  1
28159.5640  3550.223  2  1 R1   36  1
28159.0020  3550.294  2  1 R2   36  1
28157.1130  3550.532  3  2 R1   33  1
28156.5610  3550.602  3  2 R2   33  1
28154.8550  3550.817  1  0 R1   40  1
28154.4160  3550.872  1  0 R2   40  1
28152.8540  3551.069  2  1 R1   35  1
28152.3460  3551.133  2  1 R2   35  1
28150.9410  3551.311  3  2 R1   32  1
28150.5200  3551.364  3  2 R2   32  1
28147.4300  3551.754  1  0 R1   39  1
28147.0940  3551.796  1  0 R2   39  1
28146.1930  3551.910  2  1 R1   34  1
28145.7270  3551.968  2  1 R2   34  1
28144.9160  3552.071  3  2 R1   31  1
28144.5550  3552.116  3  2 R2   31  1
28129.3300  3554.039  5  4 R1   33  1
28128.6970  3554.119  5  4 R2   33  1
28125.6520  3554.504  1  0 R1   36  1
28125.3010  3554.548  1  0 R2   36  1
28121.3750  3555.044  3  2 R1   27  1
28121.0510  3555.085  3  2 R2   27  1
28120.0370  3555.214  2  1 R1   30  1
28120.0370  3555.214  2  1 R2   30  1
28118.6350  3555.391  1  0 R1   35  1
28118.1950  3555.446  1  0 R2   35  1
28114.1560  3555.957  2  1 R1   29  1
28113.7460  3556.009  2  1 R2   29  1
28111.5780  3556.283  1  0 R1   34  1
28111.2500  3556.325  1  0 R2   34  1
28109.9670  3556.487  3  2 R1   25  1
28109.5430  3556.541  3  2 R2   25  1
28108.0880  3556.725  2  1 R1   28  1
28107.7190  3556.772  2  1 R2   28  1
28100.3590  3557.703  4  3 R1   23  1
28100.3590  3557.703  4  3 R2   23  1
28098.8890  3557.889  3  2 R1   23  1
28098.5310  3557.935  3  2 R2   23  1
28097.7420  3558.034  1  0 R1   32  1
28097.3730  3558.081  1  0 R2   32  1
28095.3280  3558.340  2  1 R1   26  1
28095.3280  3558.340  2  1 R2   26  1
28093.4100  3558.583  3  2 R1   22  1
28092.9940  3558.636  3  2 R2   22  1
28091.0700  3558.880  1  0 R1   31  1
28090.7770  3558.917  1  0 R2   31  1
28090.2270  3558.986  4  3 R1   21  1
28090.2270  3558.986  4  3 R2   21  1
28089.9630  3559.020  2  1 R1   25  1
28089.1330  3559.125  2  1 R2   25  1
28088.0370  3559.264  3  2 R1   21  1
28087.7090  3559.305  3  2 R2   21  1
28085.1750  3559.627  4  3 R1   20  2
28085.0520  3559.642  4  3 R2   20  2
28084.4260  3559.722  1  0 R1   30  1
28084.1000  3559.763  1  0 R2   30  1
28083.3340  3559.860  2  1 R1   24  1
28083.3340  3559.860  2  1 R2   24  1
28082.6660  3559.945  3  2 R1   20  1
28082.3710  3559.982  3  2 R2   20  1
28080.2590  3560.250  4  3 R1   19  2
28080.1260  3560.267  4  3 R2   19  2
28075.4690  3560.857  4  3 R1   18  2
28075.3410  3560.873  4  3 R2   18  2
28071.8890  3561.311  2  1 R1   22  1
28071.8890  3561.311  2  1 R2   22  1
28070.4670  3561.492  4  3 R1   17  2
28070.3555  3561.506  4  3 R2   17  2
28067.1640  3561.911  3  2 R1   17  1
28066.9280  3561.941  3  2 R2   17  1
28066.2340  3562.029  2  1 R1   21  1
28066.2340  3562.029  2  1 R2   21  1
28065.7685  3562.088  4  3 R1   16  2
28065.6600  3562.102  4  3 R2   16  2
28064.8540  3562.204  1  0 R1   27  1
28064.5860  3562.238  1  0 R2   27  1
28061.8650  3562.583  3  2 R1   16  1
28061.8650  3562.583  3  2 R2   16  1
28061.0590  3562.686  4  3 R1   15  1
28060.8260  3562.715  4  3 R2   15  1
28060.6950  3562.732  2  1 R1   20  1
28060.6950  3562.732  2  1 R2   20  1
28058.5550  3563.004  1  0 R1   26  1
28058.2750  3563.039  1  0 R2   26  1
28057.1020  3563.188  3  2 R1   15  1
28057.1020  3563.188  3  2 R2   15  1
28056.4095  3563.276  4  3 R1   14  2
28056.3050  3563.289  4  3 R2   14  2
28055.1050  3563.442  2  1 R1   19  1
28055.1050  3563.442  2  1 R2   19  1
28052.0700  3563.827  1  0 R1   25  1
28052.0700  3563.827  1  0 R2   25  1
28051.7730  3563.865  4  3 R1   13  1
28051.5760  3563.890  4  3 R2   13  1
28049.6840  3564.131  2  1 R1   18  1
28049.6840  3564.131  2  1 R2   18  1
28047.2230  3564.443  4  3 R1   12  1
28047.2110  3564.445  3  2 R1   13  1
28047.2110  3564.445  3  2 R2   13  1
28047.0410  3564.466  4  3 R2   12  1
28046.0370  3564.594  1  0 R1   24  1
28046.0370  3564.594  1  0 R2   24  1
28044.3420  3564.809  2  1 R1   17  1
28044.3420  3564.809  2  1 R2   17  1
28042.7340  3565.014  4  3 R1   11  1
28042.5640  3565.035  4  3 R2   11  1
28042.5450  3565.038  3  2 R1   12  1
28042.5450  3565.038  3  2 R2   12  1
28039.9140  3565.372  1  0 R1   23  1
28039.9140  3565.372  1  0 R2   23  1
28039.0880  3565.477  2  1 R1   16  1
28039.0880  3565.477  2  1 R2   16  1
28038.2920  3565.579  4  3 R1   10  2
28038.2120  3565.589  4  3 R2   10  2
28033.9380  3566.132  1  0 R1   22  1
28033.9380  3566.132  1  0 R2   22  1
28033.9360  3566.133  4  3 R1    9  1
28033.7850  3566.152  4  3 R2    9  1
28033.1800  3566.229  3  2 R1   10  1
28033.1800  3566.229  3  2 R2   10  1
28029.6015  3566.684  4  3 R1    8  2
28029.5310  3566.693  4  3 R2    8  2
28028.7930  3566.787  2  1 R1   14  1
28028.7930  3566.787  2  1 R2   14  1
28028.7930  3566.787  3  2 R1    9  1
28028.7930  3566.787  3  2 R2    9  1
28028.0590  3566.880  1  0 R1   21  1
28028.0590  3566.880  1  0 R2   21  1
28025.3625  3567.224  4  3 R1    7  2
28025.2990  3567.232  4  3 R2    7  2
28024.2850  3567.361  3  2 R1    8  1
28024.1190  3567.382  3  2 R2    8  1
28023.8960  3567.410  2  1 R1   13  1
28023.8960  3567.410  2  1 R2   13  1
28022.2910  3567.615  1  0 R1   20  1
28022.2910  3567.615  1  0 R2   20  1
28021.1745  3567.757  4  3 R1    6  2
28021.1170  3567.764  4  3 R2    6  2
28019.8565  3567.925  3  2 R1    7  2
28019.7820  3567.934  3  2 R2    7  2
28018.9200  3568.044  2  1 R1   12  1
28018.9200  3568.044  2  1 R2   12  1
28017.0480  3568.282  4  3 R1    5  2
28017.0480  3568.282  4  3 R2    5  2
28017.0120  3568.287  5  4 R1    9  1
28017.0120  3568.287  5  4 R2    9  1
28016.6640  3568.331  1  0 R1   19  1
28016.6640  3568.331  1  0 R2   19  1
28015.5350  3568.475  3  2 R1    6  2
28015.4680  3568.484  3  2 R2    6  2
28014.1000  3568.658  2  1 R1   11  1
28014.1000  3568.658  2  1 R2   11  1
28013.1310  3568.781  5  4 R1    8  1
28013.1310  3568.781  5  4 R2    8  1
28013.0060  3568.797  4  3 R1    4  2
28013.0060  3568.797  4  3 R2    4  2
28011.3180  3569.012  3  2 R1    5  1
28011.1990  3569.027  3  2 R2    5  1
28011.0000  3569.053  1  0 R1   18  1
28011.0000  3569.053  1  0 R2   18  1
28009.2770  3569.272  5  4 R1    7  1
28009.2560  3569.275  2  1 R1   10  1
28009.2560  3569.275  2  1 R2   10  1
28009.1880  3569.284  5  4 R2    7  1
28008.9690  3569.312  4  3 R1    3  1
28008.9690  3569.312  4  3 R2    3  1
28007.1365  3569.545  3  2 R1    4  2
28007.0850  3569.552  3  2 R2    4  2
28005.3650  3569.771  1  0 R1   17  1
28005.3650  3569.771  1  0 R2   17  1
28005.2340  3569.788  5  4 R1    6  1
28005.2340  3569.788  5  4 R2    6  1
28005.0430  3569.812  4  3 R1    2  1
28005.0430  3569.812  4  3 R2    2  1
28004.6230  3569.865  2  1 R1    9  1
28004.6230  3569.865  2  1 R2    9  1
28003.0450  3570.067  3  2 R1    3  1
28002.9530  3570.078  3  2 R2    3  1
28001.2680  3570.293  5  4 R1    5  1
28001.2680  3570.293  5  4 R2    5  1
28000.5980  3570.379  6  5 R1   15  1
28000.3240  3570.414  6  5 R2   15  1
28000.0140  3570.453  1  0 R1   16  1
28000.0140  3570.453  1  0 R2   16  1
27998.9940  3570.583  3  2 R1    2  1
27998.9940  3570.583  3  2 R2    2  1
27997.3550  3570.792  5  4 R1    4  1
27997.3550  3570.792  5  4 R2    4  1
27996.5200  3570.899  6  5 R1   14  1
27996.2600  3570.932  6  5 R2   14  1
27995.5160  3571.027  2  1 R1    7  1
27995.5160  3571.027  2  1 R2    7  1
27994.6480  3571.137  1  0 R1   15  1
27994.6480  3571.137  1  0 R2   15  1
27993.5060  3571.283  5  4 R1    3  1
27993.4100  3571.295  5  4 R2    3  1
27992.4690  3571.415  6  5 R1   13  1
27992.2190  3571.447  6  5 R2   13  1
27991.1070  3571.589  2  1 R1    6  1
27991.1070  3571.589  2  1 R2    6  1
27989.6480  3571.775  5  4 R1    2  1
27989.5550  3571.787  5  4 R2    2  1
27989.3810  3571.809  1  0 R1   14  1
27989.3810  3571.809  1  0 R2   14  1
27988.4390  3571.930  6  5 R1   12  1
27988.2050  3571.960  6  5 R2   12  1
27986.7770  3572.142  2  1 R1    5  1
27986.7770  3572.142  2  1 R2    5  1
27986.3380  3572.198  4  3 P1    2  1
27986.3380  3572.198  4  3 P2    2  1
27985.7870  3572.268  5  4 R1    1  1
27985.7870  3572.268  5  4 R2    1  1
27984.4380  3572.440  6  5 R1   11  1
27984.2190  3572.468  6  5 R2   11  1
27984.2170  3572.469  1  0 R1   13  1
27984.2170  3572.469  1  0 R2   13  1
27982.7870  3572.651  4  3 P1    3  1
27982.7870  3572.651  4  3 P2    3  1
27982.5610  3572.680  2  1 R1    4  1
27982.5610  3572.680  2  1 R2    4  1
27980.4630  3572.948  6  5 R1   10  1
27980.2580  3572.974  6  5 R2   10  1
27980.0490  3573.001  3  2 P1    2  1
27980.0490  3573.001  3  2 P2    2  1
27979.3030  3573.096  4  3 P1    4  1
27979.3030  3573.096  4  3 P2    4  1
27979.1660  3573.113  1  0 R1   12  1
27979.1660  3573.113  1  0 R2   12  1
27976.5100  3573.453  6  5 R1    9  1
27976.3220  3573.477  6  5 R2    9  1
27975.8810  3573.533  4  3 P1    5  1
27975.8810  3573.533  4  3 P2    5  1
27974.6310  3573.693  5  4 P1    1  1
27974.6310  3573.693  5  4 P2    1  1
27974.1370  3573.756  1  0 R1   11  1
27974.1370  3573.756  1  0 R2   11  1
27973.0205  3573.898  3  2 P1    4  2
27973.0205  3573.898  3  2 P2    4  2
27972.4900  3573.966  4  3 P1    6  2
27972.4900  3573.966  4  3 P2    6  2
27971.0720  3574.147  5  4 P1    2  1
27971.0720  3574.147  5  4 P2    2  1
27969.6105  3574.334  3  2 P1    5  2
27969.6105  3574.334  3  2 P2    5  2
27969.2770  3574.377  4  3 P1    7  1
27969.2480  3574.381  1  0 R1   10  1
27969.2480  3574.381  1  0 R2   10  1
27969.1970  3574.387  4  3 P2    7  1
27968.7050  3574.450  6  5 R1    7  1
27968.5430  3574.471  6  5 R2    7  1
27967.5740  3574.594  5  4 P1    3  1
27967.5740  3574.594  5  4 P2    3  1
27966.1680  3574.774  3  2 P1    6  1
27966.1680  3574.774  3  2 P2    6  1
27966.0470  3574.790  4  3 P1    8  1
27965.9490  3574.802  4  3 P2    8  1
27964.8400  3574.944  6  5 R1    6  1
27964.7010  3574.962  6  5 R2    6  1
27964.4490  3574.994  1  0 R1    9  1
27964.4490  3574.994  1  0 R2    9  1
27964.1190  3575.036  5  4 P1    4  1
27964.1190  3575.036  5  4 P2    4  1
27962.9980  3575.179  3  2 P1    7  2
27962.9300  3575.188  3  2 P2    7  1
27962.8930  3575.193  4  3 P1    9  1
27962.7770  3575.208  4  3 P2    9  1
27961.0080  3575.434  6  5 R1    5  1
27961.0080  3575.434  6  5 R2    5  1
27960.6910  3575.474  5  4 P1    5  1
27960.6910  3575.474  5  4 P2    5  1
27959.7910  3575.590  4  3 P1   10  1
27959.7620  3575.593  1  0 R1    8  1
27959.7620  3575.593  1  0 R2    8  1
27959.7620  3575.593  3  2 P1    8  1
27959.7620  3575.593  3  2 P2    8  1
27959.6680  3575.605  4  3 P2   10  1
27957.2850  3575.910  5  4 P1    6  1
27957.2850  3575.910  5  4 P2    6  1
27957.0960  3575.934  6  5 R1    4  1
27957.0960  3575.934  6  5 R2    4  1
27956.7700  3575.976  4  3 P1   11  1
27956.7050  3575.984  3  2 P1    9  1
27956.7050  3575.984  3  2 P2    9  1
27956.6350  3575.993  4  3 P2   11  1
27955.0880  3576.191  1  0 R1    7  1
27955.0880  3576.191  1  0 R2    7  1
27953.9410  3576.338  5  4 P1    7  1
27953.9410  3576.338  5  4 P2    7  1
27953.7970  3576.356  4  3 P1   12  1
27953.7340  3576.364  3  2 P1   10  1
27953.7340  3576.364  3  2 P2   10  1
27953.6480  3576.375  4  3 P2   12  1
27953.4320  3576.403  6  5 R1    3  1
27953.4320  3576.403  6  5 R2    3  1
27950.8910  3576.728  4  3 P1   13  1
27950.7290  3576.749  3  2 P1   11  1
27950.7290  3576.749  3  2 P2   11  1
27950.6270  3576.762  5  4 P1    8  1
27950.6270  3576.762  5  4 P2    8  1
27949.6600  3576.886  6  5 R1    2  1
27949.6600  3576.886  6  5 R2    2  1
27948.0270  3577.095  4  3 P1   14  1
27947.9650  3577.103  3  2 P1   12  1
27947.9650  3577.103  3  2 P2   12  1
27947.8810  3577.113  4  3 P2   14  1
27947.3960  3577.175  5  4 P1    9  1
27947.2910  3577.189  5  4 P2    9  1
27946.1210  3577.339  1  0 R1    5  1
27946.1210  3577.339  1  0 R2    5  1
27945.9590  3577.359  6  5 R1    1  1
27945.9590  3577.359  6  5 R2    1  1
27945.2810  3577.446  4  3 P1   15  1
27945.1620  3577.461  3  2 P1   13  1
27945.1620  3577.461  3  2 P2   13  1
27945.1070  3577.468  4  3 P2   15  1
27944.6330  3577.529  2  1 P1    5  1
27944.6330  3577.529  2  1 P2    5  1
27944.2170  3577.582  5  4 P1   10  1
27943.9650  3577.615  5  4 P2   10  1
27942.4380  3577.810  3  2 P1   14  1
27942.4380  3577.810  3  2 P2   14  1
27941.2580  3577.961  2  1 P1    6  1
27941.2580  3577.961  2  1 P2    6  1
27941.0620  3577.986  5  4 P1   11  1
27940.5740  3578.049  5  4 P2   11  1
27939.7710  3578.152  3  2 P1   15  1
27939.7710  3578.152  3  2 P2   15  1
27938.0490  3578.372  2  1 P1    7  1
27938.0490  3578.372  2  1 P2    7  1
27937.2290  3578.477  3  2 P1   16  1
27937.2290  3578.477  3  2 P2   16  1
27935.0470  3578.757  6  5 P1    1  1
27935.0470  3578.757  6  5 P2    1  1
27934.8050  3578.788  3  2 P1   17  1
27934.8050  3578.788  3  2 P2   17  1
27932.3200  3579.106  3  2 P1   18  1
27932.3200  3579.106  3  2 P2   18  1
27931.4650  3579.216  6  5 P1    2  1
27931.4650  3579.216  6  5 P2    2  1
27929.9200  3579.414  3  2 P1   19  1
27929.9200  3579.414  3  2 P2   19  1
27929.2400  3579.501  7  6 R1   15  1
27929.2400  3579.501  7  6 R2   15  1
27928.9430  3579.539  2  1 P1   10  1
27928.9430  3579.539  2  1 P2   10  1
27927.9240  3579.669  6  5 P1    3  1
27927.9240  3579.669  6  5 P2    3  1
27927.5880  3579.712  3  2 P1   20  1
27927.5880  3579.712  3  2 P2   20  1
27926.0210  3579.913  2  1 P1   11  1
27926.0210  3579.913  2  1 P2   11  1
27925.6270  3579.964  7  6 R1   14  1
27925.6270  3579.964  7  6 R2   14  1
27925.3570  3579.998  3  2 P1   21  1
27925.3570  3579.998  3  2 P2   21  1
27924.4140  3580.119  6  5 P1    4  1
27924.4140  3580.119  6  5 P2    4  1
27921.9940  3580.430  7  6 R1   13  1
27921.9940  3580.430  7  6 R2   13  1
27920.9380  3580.565  6  5 P1    5  1
27920.9380  3580.565  6  5 P2    5  1
27920.5080  3580.620  2  1 P1   13  1
27920.5080  3580.620  2  1 P2   13  1
27918.3480  3580.897  7  6 R1   12  1
27918.3480  3580.897  7  6 R2   12  1
27917.5330  3581.002  6  5 P2    6  1
27915.4630  3581.267  2  1 P1   15  1
27915.4630  3581.267  2  1 P2   15  1
27914.7010  3581.365  7  6 R1   11  1
27914.7010  3581.365  7  6 R2   11  1
27914.1290  3581.438  6  5 P1    7  1
27914.0160  3581.453  6  5 P2    7  1
27911.0490  3581.834  7  6 R1   10  1
27911.0490  3581.834  7  6 R2   10  1
27910.7540  3581.872  6  5 P1    8  1
27910.6230  3581.888  6  5 P2    8  1
27908.1820  3582.202  2  1 P1   18  1
27908.1820  3582.202  2  1 P2   18  1
27907.4000  3582.302  7  6 R1    9  1
27907.4000  3582.302  7  6 R2    9  1
27907.2700  3582.319  6  5 P2    9  1
27906.1720  3582.460  2  1 P1   19  1
27906.1720  3582.460  2  1 P2   19  1
27904.1040  3582.725  6  5 P1   10  1
27903.9410  3582.746  6  5 P2   10  1
27903.7500  3582.771  7  6 R1    8  1
27903.7500  3582.771  7  6 R2    8  1
27900.8260  3583.146  6  5 P1   11  1
27900.6480  3583.169  6  5 P2   11  1
27900.1050  3583.239  7  6 R1    7  1
27900.1050  3583.239  7  6 R2    7  1
27897.5780  3583.563  6  5 P1   12  1
27897.3850  3583.588  6  5 P2   12  1
27896.4670  3583.706  7  6 R1    6  1
27896.4670  3583.706  7  6 R2    6  1
27894.3610  3583.977  6  5 P1   13  1
27894.1540  3584.003  6  5 P2   13  1
27892.8340  3584.173  7  6 R1    5  1
27892.8340  3584.173  7  6 R2    5  1
27891.1780  3584.386  6  5 P1   14  1
27890.9530  3584.414  6  5 P2   14  1
27889.2070  3584.639  7  6 R1    4  1
27889.2070  3584.639  7  6 R2    4  1
27888.0210  3584.791  6  5 P1   15  1
27887.7890  3584.821  6  5 P2   15  1
27885.5900  3585.104  7  6 R1    3  1
27885.5900  3585.104  7  6 R2    3  1
27884.8960  3585.193  6  5 P1   16  1
27884.6480  3585.225  6  5 P2   16  1
27881.9800  3585.568  7  6 R1    2  1
27881.9800  3585.568  7  6 R2    2  1
27881.8030  3585.591  6  5 P1   17  1
27881.5370  3585.625  6  5 P2   17  1
27878.7340  3585.985  6  5 P1   18  1
27878.3830  3586.031  7  6 R1    1  1
27878.3830  3586.031  7  6 R2    1  1
27877.1250  3586.192  1  0 P1   14  1
27877.1250  3586.192  1  0 P2   14  1
27875.6910  3586.377  6  5 P1   19  1
27875.4120  3586.413  6  5 P2   19  1
27874.6450  3586.512  1  0 P1   15  1
27874.6450  3586.512  1  0 P2   15  1
27872.6840  3586.764  6  5 P1   20  1
27872.3910  3586.802  6  5 P2   20  1
27872.3260  3586.810  1  0 P1   16  1
27872.3260  3586.810  1  0 P2   16  1
27870.0640  3587.101  1  0 P1   17  1
27870.0640  3587.101  1  0 P2   17  1
27869.7050  3587.147  6  5 P1   21  1
27869.3950  3587.187  6  5 P2   21  1
27867.9200  3587.377  1  0 P1   18  1
27867.9200  3587.377  1  0 P2   18  1
27867.6370  3587.413  7  6 P1    1  1
27867.6370  3587.413  7  6 P2    1  1
27866.7360  3587.529  6  5 P1   22  1
27866.4300  3587.569  6  5 P2   22  1
27865.7110  3587.661  1  0 P1   19  1
27865.7110  3587.661  1  0 P2   19  1
27864.0760  3587.872  7  6 P1    2  1
27864.0760  3587.872  7  6 P2    2  1
27863.8110  3587.906  6  5 P1   23  1
27863.7950  3587.908  1  0 P1   20  1
27863.7950  3587.908  1  0 P2   20  1
27863.4980  3587.946  6  5 P2   23  1
27862.4820  3588.077  1  0 P1   60  1
27862.4820  3588.077  1  0 P2   60  1
27861.9450  3588.146  1  0 P1   21  1
27861.9450  3588.146  1  0 P2   21  1
27860.8960  3588.281  6  5 P1   24  1
27860.6580  3588.312  1  0 P1   59  1
27860.6580  3588.312  1  0 P2   59  1
27860.5250  3588.329  7  6 P1    3  1
27860.5250  3588.329  7  6 P2    3  1
27860.1700  3588.375  1  0 P1   22  1
27860.1700  3588.375  1  0 P2   22  1
27858.4650  3588.595  1  0 P1   23  1
27858.4650  3588.595  1  0 P2   23  1
27858.0080  3588.653  6  5 P1   25  1
27857.7050  3588.692  6  5 P2   25  1
27856.9840  3588.785  7  6 P1    4  1
27856.9840  3588.785  7  6 P2    4  1
27856.8810  3588.799  1  0 P1   24  1
27856.8810  3588.799  1  0 P2   24  1
27855.3910  3588.991  1  0 P1   25  1
27855.3910  3588.991  1  0 P2   25  1
27854.0080  3589.169  1  0 P1   26  1
27854.0080  3589.169  1  0 P2   26  1
27853.4530  3589.240  7  6 P1    5  1
27853.4530  3589.240  7  6 P2    5  1
27852.6990  3589.337  1  0 P1   27  1
27852.6990  3589.337  1  0 P2   27  1
27851.4880  3589.494  1  0 P1   28  1
27851.4880  3589.494  1  0 P2   28  1
27850.4080  3589.633  1  0 P1   29  1
27850.4080  3589.633  1  0 P2   29  1
27849.9320  3589.694  7  6 P1    6  1
27849.9320  3589.694  7  6 P2    6  1
27849.3810  3589.765  1  0 P1   30  1
27849.3810  3589.765  1  0 P2   30  1
27847.4260  3590.017  8  7 R1   21  1
27846.9980  3590.072  8  7 R2   21  1
27846.4200  3590.147  7  6 P1    7  1
27846.4200  3590.147  7  6 P2    7  1
27844.2850  3590.422  8  7 R1   20  1
27843.8650  3590.476  8  7 R2   20  1
27842.9180  3590.598  7  6 P1    8  1
27842.9180  3590.598  7  6 P2    8  1
27841.1070  3590.832  8  7 R1   19  1
27840.6820  3590.887  8  7 R2   19  1
27839.4240  3591.049  7  6 P1    9  1
27839.4240  3591.049  7  6 P2    9  1
27837.9080  3591.245  8  7 R1   18  1
27837.4960  3591.298  8  7 R2   18  1
27835.9380  3591.499  7  6 P1   10  1
27835.9380  3591.499  7  6 P2   10  1
27834.6840  3591.661  8  7 R1   17  1
27834.2810  3591.713  8  7 R2   17  1
27832.4590  3591.948  7  6 P1   11  1
27832.4590  3591.948  7  6 P2   11  1
27831.4380  3592.079  8  7 R1   16  1
27831.0430  3592.130  8  7 R2   16  1
27828.9860  3592.396  7  6 P1   12  1
27828.9860  3592.396  7  6 P2   12  1
27828.1640  3592.502  8  7 R1   15  1
27827.7810  3592.551  8  7 R2   15  1
27825.5180  3592.844  7  6 P1   13  1
27825.5180  3592.844  7  6 P2   13  1
27824.8670  3592.928  8  7 R1   14  1
27824.4980  3592.975  8  7 R2   14  1
27822.0510  3593.291  7  6 P1   14  1
